InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
573125,22699,ROSES REGENCY TEACUP AND SAUCER ,6,10/27/2011 16:31,2.95,16855.0,United Kingdom
558874,22992,REVOLVER WOODEN RULER ,1,7/4/2011 13:29,1.95,,United Kingdom
565152,23084,RABBIT NIGHT LIGHT,6,9/1/2011 14:42,2.08,17799.0,United Kingdom
539010,21231,SWEETHEART CERAMIC TRINKET BOX,4,12/15/2010 13:24,1.25,15005.0,United Kingdom
575620,23494,VINTAGE DOILY DELUXE SEWING KIT ,3,11/10/2011 13:01,5.95,17573.0,United Kingdom
569469,84077,WORLD WAR 2 GLIDERS ASSTD DESIGNS,10,10/4/2011 12:22,0.29,16360.0,United Kingdom
574840,90208,PAIR OF PINK FLOWER CLUSTER SLIDE,1,11/7/2011 11:41,2.55,12748.0,United Kingdom
578429,23295,SET OF 12 MINI LOAF BAKING CASES,8,11/24/2011 12:12,0.83,16271.0,United Kingdom
548739,37449,CERAMIC CAKE STAND + HANGING CAKES,1,4/4/2011 11:28,9.95,15493.0,United Kingdom
556790,22841,ROUND CAKE TIN VINTAGE GREEN,2,6/14/2011 13:48,7.95,15656.0,United Kingdom
578030,23355,HOT WATER BOTTLE KEEP CALM,8,11/22/2011 13:40,4.95,15498.0,United Kingdom
540288,21159,MOODY BOY  DOOR HANGER ,1,1/6/2011 12:45,1.45,17634.0,United Kingdom
551720,85123A,WHITE HANGING HEART T-LIGHT HOLDER,6,5/3/2011 16:35,2.95,18146.0,United Kingdom
562688,22537,MAGIC DRAWING SLATE DINOSAUR,4,8/8/2011 13:53,0.42,13869.0,United Kingdom
539451,84993A,75 GREEN PETIT FOUR CASES,1,12/17/2010 16:59,0.84,,United Kingdom
564049,21179,NO JUNK MAIL METAL SIGN,1,8/22/2011 13:30,0.39,17585.0,United Kingdom
573585,23080,RED METAL BOX TOP SECRET,3,10/31/2011 14:41,16.63,,United Kingdom
C558364,POST,POSTAGE,-1,6/28/2011 15:20,3.95,,United Kingdom
547649,21930,JUMBO STORAGE BAG SKULLS,2,3/24/2011 12:02,1.95,18118.0,United Kingdom
579099,23424,GINGHAM RECIPE BOOK BOX,1,11/28/2011 11:26,4.95,15714.0,United Kingdom
555279,84873A,FUNKY FLOWER PICNIC BAG FOR 4,1,6/1/2011 17:42,16.95,16348.0,United Kingdom
580697,22597,MUSICAL ZINC HEART DECORATION ,15,12/5/2011 16:05,0.29,15984.0,United Kingdom
539437,22964,3 PIECE SPACEBOY COOKIE CUTTER SET,1,12/17/2010 14:54,4.21,,United Kingdom
541991,22236,CAKE STAND 3 TIER MAGIC GARDEN,3,1/25/2011 9:11,12.75,12417.0,Belgium
572540,84032A,CHARLIE+LOLA PINK HOT WATER BOTTLE,1,10/24/2011 16:17,5.79,,United Kingdom
550712,82483,WOOD 2 DRAWER CABINET WHITE FINISH,6,4/20/2011 11:06,6.95,15159.0,United Kingdom
574684,22411,JUMBO SHOPPER VINTAGE RED PAISLEY,20,11/6/2011 12:56,1.79,17581.0,United Kingdom
569302,23310,BUBBLEGUM RING ASSORTED,72,10/3/2011 12:04,0.42,16205.0,United Kingdom
561711,23154,SET OF 4 JAM JAR MAGNETS,24,7/29/2011 11:45,2.08,13414.0,United Kingdom
545170,22621,TRADITIONAL KNITTING NANCY,1,2/28/2011 14:15,1.45,14078.0,United Kingdom
548894,21908,CHOCOLATE THIS WAY METAL SIGN,1,4/4/2011 16:01,4.13,,United Kingdom
578020,21931,JUMBO STORAGE BAG SUKI,3,11/22/2011 13:20,2.08,16979.0,United Kingdom
575299,23355,HOT WATER BOTTLE KEEP CALM,12,11/9/2011 12:30,4.95,14691.0,United Kingdom
547830,22249,DECORATION WHITE CHICK MAGIC GARDEN,1,3/25/2011 15:50,1.63,,United Kingdom
557117,21977,PACK OF 60 PINK PAISLEY CAKE CASES,24,6/16/2011 17:04,0.55,14849.0,United Kingdom
555245,21790,VINTAGE SNAP CARDS,2,6/1/2011 14:12,0.85,14800.0,United Kingdom
555604,82484,WOOD BLACK BOARD ANT WHITE FINISH,2,6/6/2011 11:37,7.95,16612.0,United Kingdom
561685,22384,LUNCH BAG PINK POLKADOT,10,7/28/2011 19:46,1.65,14315.0,United Kingdom
550128,22302,COFFEE MUG PEARS  DESIGN,1,4/14/2011 13:13,2.55,,United Kingdom
569544,21813,GARLAND WITH STARS AND BELLS,2,10/4/2011 16:33,3.29,,United Kingdom
570688,23235,STORAGE TIN VINTAGE LEAF,2,10/11/2011 16:29,5.79,,United Kingdom
565542,22605,WOODEN CROQUET GARDEN SET,1,9/5/2011 12:06,14.95,16820.0,United Kingdom
555349,84596B,SMALL DOLLY MIX DESIGN ORANGE BOWL,6,6/2/2011 12:08,0.42,16729.0,United Kingdom
546111,21397,BLUE POLKADOT EGG CUP ,2,3/9/2011 12:39,0.39,14165.0,United Kingdom
537399,22659,LUNCH BOX I LOVE LONDON,3,12/6/2010 14:31,1.95,13030.0,United Kingdom
540255,35646,VINTAGE BEAD PINK EVENING BAG,1,1/5/2011 16:50,2.51,,United Kingdom
549744,21670,BLUE SPOT CERAMIC DRAWER KNOB,36,4/12/2011 10:30,1.25,15240.0,United Kingdom
543630,84879,ASSORTED COLOUR BIRD ORNAMENT,32,2/10/2011 16:01,1.69,15046.0,United Kingdom
573871,22597,MUSICAL ZINC HEART DECORATION ,72,11/1/2011 12:34,0.29,14426.0,United Kingdom
573102,23307,SET OF 60 PANTRY DESIGN CAKE CASES ,24,10/27/2011 14:52,0.55,13266.0,United Kingdom
566952,22960,JAM MAKING SET WITH JARS,1,9/15/2011 16:37,8.29,,United Kingdom
577798,22142,CHRISTMAS CRAFT WHITE FAIRY ,5,11/21/2011 16:54,1.45,17757.0,United Kingdom
552223,22524,,-49,5/6/2011 15:24,0.0,,United Kingdom
574950,23132,SMALL IVORY HEART WALL ORGANISER,1,11/8/2011 9:29,12.46,,United Kingdom
557322,22634,CHILDS BREAKFAST SET SPACEBOY ,2,6/20/2011 9:04,9.95,17444.0,Canada
559894,47559B,TEA TIME OVEN GLOVE,2,7/13/2011 12:06,1.25,14159.0,United Kingdom
578844,21675,BUTTERFLIES STICKERS,1,11/25/2011 16:14,1.63,,United Kingdom
562457,22994,TRAVEL CARD WALLET RETROSPOT,4,8/5/2011 11:00,0.42,18079.0,United Kingdom
556671,22562,MONSTERS STENCIL CRAFT,1,6/13/2011 16:33,1.25,17841.0,United Kingdom
566740,22065,CHRISTMAS PUDDING TRINKET POT ,12,9/14/2011 14:34,1.45,17033.0,United Kingdom
541485,22558,CLOTHES PEGS RETROSPOT PACK 24 ,1,1/18/2011 13:05,1.49,18118.0,United Kingdom
562166,23346,SPACEBOY BEAKER,12,8/3/2011 12:10,1.25,13209.0,United Kingdom
552469,21212,PACK OF 72 RETROSPOT CAKE CASES,3,5/9/2011 15:34,0.55,12867.0,United Kingdom
561969,22677,FRENCH BLUE METAL DOOR SIGN 2,2,8/1/2011 13:31,1.25,17757.0,United Kingdom
557132,22714,CARD BIRTHDAY COWBOY,24,6/17/2011 8:57,0.42,13107.0,United Kingdom
579937,22090,PAPER BUNTING RETROSPOT,12,12/1/2011 10:10,2.95,13509.0,United Kingdom
566558,22362,GLASS JAR PEACOCK BATH SALTS,2,9/13/2011 11:51,2.95,15311.0,United Kingdom
567679,22996,TRAVEL CARD WALLET VINTAGE TICKET,2,9/21/2011 16:15,0.42,14606.0,United Kingdom
546980,22507,MEMO BOARD RETROSPOT  DESIGN,4,3/18/2011 12:18,4.95,13591.0,United Kingdom
548733,22697,GREEN REGENCY TEACUP AND SAUCER,6,4/4/2011 10:29,2.95,17648.0,United Kingdom
561388,20983,12 PENCILS TALL TUBE RED RETROSPOT,48,7/27/2011 9:32,0.85,12753.0,Japan
559163,84876B,GREEN HEART COMPACT MIRROR,1,7/6/2011 16:33,2.46,,United Kingdom
575129,23407,SET OF 2 TRAYS HOME SWEET HOME,1,11/8/2011 14:30,9.95,13110.0,United Kingdom
555510,23089,GLASS BON BON JAR,1,6/3/2011 17:09,3.29,,United Kingdom
565846,22327,ROUND SNACK BOXES SET OF 4 SKULLS,2,9/7/2011 12:41,2.95,14606.0,United Kingdom
551171,22522,CHILDS GARDEN FORK BLUE ,2,4/26/2011 16:45,0.85,13263.0,United Kingdom
561617,21903,MAN FLU METAL SIGN,12,7/28/2011 13:05,2.1,18237.0,United Kingdom
552000,22301,COFFEE MUG CAT + BIRD DESIGN,1,5/5/2011 15:56,4.96,,United Kingdom
545216,90187A,BLUE DROP EARRINGS W BEAD CLUSTER,1,2/28/2011 16:50,3.32,,United Kingdom
545217,22197,SMALL POPCORN HOLDER,2,2/28/2011 16:59,1.63,,United Kingdom
581217,35961,FOLKART ZINC HEART CHRISTMAS DEC,3,12/8/2011 9:20,1.63,,United Kingdom
548550,22423,REGENCY CAKESTAND 3 TIER,3,4/1/2011 8:22,12.75,18161.0,United Kingdom
567981,84692,BOX OF 24 COCKTAIL PARASOLS,9,9/23/2011 11:22,1.63,,United Kingdom
566027,22138,BAKING SET 9 PIECE RETROSPOT ,3,9/8/2011 12:57,4.95,15618.0,United Kingdom
574700,23162,REGENCY TEA STRAINER,3,11/6/2011 13:53,3.75,16033.0,United Kingdom
553148,21035,SET/2 RED RETROSPOT TEA TOWELS ,6,5/13/2011 14:09,3.25,,Hong Kong
543981,22718,CARD CAT AND TREE ,12,2/15/2011 8:18,0.42,15358.0,United Kingdom
565919,22421,LIPSTICK PEN FUSCHIA,7,9/7/2011 16:48,0.83,,United Kingdom
574726,22804,PINK HANGING HEART T-LIGHT HOLDER,2,11/6/2011 14:56,2.95,14664.0,United Kingdom
576339,47504H,ENGLISH ROSE SPIRIT LEVEL ,2,11/14/2011 15:27,3.29,14096.0,United Kingdom
581194,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,10,12/7/2011 17:17,0.85,15298.0,United Kingdom
544569,84459B,YELLOW METAL CHICKEN HEART ,6,2/21/2011 12:58,1.49,16980.0,United Kingdom
539300,84947,ANTIQUE SILVER TEA GLASS ENGRAVED,6,12/16/2010 17:31,1.25,,United Kingdom
541677,82484,WOOD BLACK BOARD ANT WHITE FINISH,36,1/20/2011 14:01,5.55,12747.0,United Kingdom
569202,21210,SET OF 72 RETROSPOT PAPER  DOILIES,1,9/30/2011 17:22,2.92,,United Kingdom
C559136,22139,RETROSPOT TEA SET CERAMIC 11 PC ,-1,7/6/2011 13:21,4.25,17511.0,United Kingdom
562571,85062,PEARL CRYSTAL PUMPKIN T-LIGHT HLDR,6,8/7/2011 12:21,1.65,13782.0,United Kingdom
539451,85099F,JUMBO BAG STRAWBERRY,1,12/17/2010 16:59,4.21,,United Kingdom
573008,22935,BAKING MOULD ROSE MILK CHOCOLATE,2,10/27/2011 12:26,2.75,12901.0,United Kingdom
542272,22489,PACK OF 12 TRADITIONAL CRAYONS,24,1/27/2011 9:42,0.42,16496.0,United Kingdom
550829,22771,CLEAR DRAWER KNOB ACRYLIC EDWARDIAN,1,4/21/2011 10:19,1.25,17841.0,United Kingdom
568134,21098,CHRISTMAS TOILET ROLL,2,9/23/2011 17:02,2.46,,United Kingdom
537237,21896,POTTING SHED TWINE,1,12/6/2010 9:58,4.21,,United Kingdom
C547806,21232,STRAWBERRY CERAMIC TRINKET BOX,-1,3/25/2011 13:37,1.25,12528.0,Germany
553390,22485,SET OF 2 WOODEN MARKET CRATES,1,5/16/2011 16:41,12.75,17841.0,United Kingdom
550637,22382,LUNCH BAG SPACEBOY DESIGN ,4,4/19/2011 15:39,1.65,14415.0,United Kingdom
557442,22752,SET 7 BABUSHKA NESTING BOXES,2,6/20/2011 12:53,8.5,14808.0,United Kingdom
544667,22197,SMALL POPCORN HOLDER,100,2/22/2011 15:10,0.72,17511.0,United Kingdom
539415,22029,SPACEBOY BIRTHDAY CARD,48,12/17/2010 13:49,0.42,15204.0,United Kingdom
567816,22633,HAND WARMER UNION JACK,8,9/22/2011 12:34,2.1,17243.0,United Kingdom
566060,20679,EDWARDIAN PARASOL RED,1,9/8/2011 15:27,12.46,,United Kingdom
561773,72800E,4 IVORY DINNER CANDLES SILVER FLOCK,1,7/29/2011 12:41,2.55,17841.0,United Kingdom
542858,84997D,PINK 3 PIECE POLKADOT CUTLERY SET,6,2/1/2011 11:40,3.75,17228.0,United Kingdom
578041,22436,12 COLOURED PARTY BALLOONS,10,11/22/2011 14:23,0.65,17338.0,United Kingdom
568792,23173,REGENCY TEAPOT ROSES ,2,9/29/2011 9:53,9.95,18192.0,United Kingdom
540247,22443,GROW YOUR OWN HERBS SET OF 3,1,1/5/2011 15:56,7.95,15464.0,United Kingdom
565421,21468,BUTTERFLY CROCHET FOOD COVER,1,9/4/2011 12:10,3.75,16744.0,United Kingdom
562449,22918,HERB MARKER PARSLEY,6,8/4/2011 20:01,0.65,14562.0,United Kingdom
539453,84970S,HANGING HEART ZINC T-LIGHT HOLDER,2,12/17/2010 17:08,2.13,,United Kingdom
563662,21251,DINOSAUR HEIGHT CHART STICKER SET,6,8/18/2011 11:40,2.95,12729.0,France
C573321,22553,PLASTERS IN TIN SKULLS,-1,10/30/2011 10:35,1.65,14546.0,United Kingdom
564838,21088,SET/6 FRUIT SALAD PAPER CUPS,8,8/30/2011 12:43,0.83,,United Kingdom
555326,21955,DOORMAT UNION JACK GUNS AND ROSES,1,6/2/2011 11:03,12.46,,United Kingdom
570871,23293,SET OF 12 FAIRY CAKE BAKING CASES,3,10/12/2011 16:36,2.46,,United Kingdom
569202,21558,SKULL LUNCH BOX WITH CUTLERY ,1,9/30/2011 17:22,4.96,,United Kingdom
536602,37370,RETRO COFFEE MUGS ASSORTED,6,12/2/2010 8:34,1.06,17850.0,United Kingdom
567670,22537,MAGIC DRAWING SLATE DINOSAUR,1,9/21/2011 15:32,0.83,,United Kingdom
536676,84846A,SCENTED CANDLE IN DIGITALIS TIN,6,12/2/2010 12:18,2.1,16752.0,United Kingdom
544824,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,10,2/24/2011 9:32,0.85,17139.0,United Kingdom
546008,22777,GLASS CLOCHE LARGE,1,3/8/2011 15:43,16.63,,United Kingdom
577768,22621,TRADITIONAL KNITTING NANCY,2,11/21/2011 15:18,3.29,,United Kingdom
559894,21932,SCANDINAVIAN PAISLEY PICNIC BAG,2,7/13/2011 12:06,1.65,14159.0,United Kingdom
573406,20726,LUNCH BAG WOODLAND,10,10/30/2011 15:57,1.65,14112.0,United Kingdom
537609,21754,HOME BUILDING BLOCK WORD,12,12/7/2010 13:22,5.95,17675.0,United Kingdom
566952,22116,METAL SIGN HIS DINNER IS SERVED,1,9/15/2011 16:37,1.63,,United Kingdom
546528,21934,SKULL SHOULDER BAG,10,3/14/2011 13:04,1.65,15311.0,United Kingdom
560829,23298,SPOTTY BUNTING,6,7/21/2011 12:00,4.95,17694.0,United Kingdom
545523,22291,HANGING CHICK CREAM DECORATION,3,3/3/2011 12:41,1.45,14524.0,United Kingdom
564755,22212,FOUR HOOK  WHITE LOVEBIRDS,1,8/30/2011 10:31,4.13,,United Kingdom
570211,23354,6 GIFT TAGS 50'S CHRISTMAS ,5,10/9/2011 11:15,0.83,13558.0,United Kingdom
581405,22314,OFFICE MUG WARMER CHOC+BLUE,1,12/8/2011 13:50,1.25,13521.0,United Kingdom
548156,23194,GYMKHANA TREASURE BOOK BOX,1,3/29/2011 13:22,2.25,14871.0,United Kingdom
565841,22754,SMALL RED BABUSHKA NOTEBOOK ,2,9/7/2011 12:04,1.63,,United Kingdom
558774,20898,VINTAGE NOTEBOOK TRAVELOGUE,1,7/4/2011 10:17,2.46,,United Kingdom
580262,23310,BUBBLEGUM RING ASSORTED,36,12/2/2011 12:42,0.42,16759.0,United Kingdom
563328,22326,ROUND SNACK BOXES SET OF4 WOODLAND ,3,8/15/2011 13:07,2.95,14606.0,United Kingdom
545979,22301,COFFEE MUG CAT + BIRD DESIGN,2,3/8/2011 12:30,2.55,12748.0,United Kingdom
541486,84849D,HOT BATHS SOAP HOLDER,2,1/18/2011 13:15,1.69,18109.0,United Kingdom
546417,23127,FELTCRAFT GIRL NICOLE KIT,3,3/13/2011 10:48,4.95,14800.0,United Kingdom
563498,22076,6 RIBBONS EMPIRE  ,12,8/16/2011 16:17,1.65,17719.0,United Kingdom
561507,23206,LUNCH BAG APPLE DESIGN,10,7/27/2011 14:21,1.65,12397.0,Belgium
540468,21881,CUTE CATS TAPE,1,1/7/2011 13:55,0.43,,United Kingdom
560772,85184C,SET 4 VALENTINE DECOUPAGE HEART BOX,1,7/20/2011 16:12,5.79,,United Kingdom
581467,22389,PAPERWEIGHT SAVE THE PLANET,3,12/8/2011 19:24,0.39,13077.0,United Kingdom
567339,23289,DOLLY GIRL CHILDRENS BOWL,8,9/19/2011 15:01,1.25,14146.0,United Kingdom
580503,22851,SET 20 NAPKINS FAIRY CAKES DESIGN ,3,12/4/2011 13:20,0.85,13956.0,United Kingdom
562378,82482,WOODEN PICTURE FRAME WHITE FINISH,2,8/4/2011 15:07,2.55,15046.0,United Kingdom
553220,84792,ENCHANTED BIRD COATHANGER 5 HOOK,4,5/16/2011 9:57,4.65,13319.0,United Kingdom
576665,23265,SET OF 3 WOODEN TREE DECORATIONS,2,11/16/2011 11:46,1.25,17841.0,United Kingdom
C545556,37450,CERAMIC CAKE BOWL + HANGING CAKES,-1,3/3/2011 15:21,2.95,15005.0,United Kingdom
553896,22766,PHOTO FRAME CORNICE,8,5/19/2011 17:22,2.95,13887.0,United Kingdom
560412,85099B,JUMBO BAG RED RETROSPOT,6,7/18/2011 14:32,2.08,12748.0,United Kingdom
576391,20719,WOODLAND CHARLOTTE BAG,24,11/15/2011 10:13,2.46,,United Kingdom
541830,84969,BOX OF 6 ASSORTED COLOUR TEASPOONS,1,1/21/2011 17:09,3.29,,United Kingdom
557103,82580,BATHROOM METAL SIGN,12,6/16/2011 15:49,0.55,16852.0,United Kingdom
571404,22579,WOODEN TREE CHRISTMAS SCANDINAVIAN,24,10/17/2011 12:04,0.29,17520.0,United Kingdom
558778,23206,LUNCH BAG APPLE DESIGN,10,7/4/2011 10:27,1.65,17160.0,United Kingdom
566345,22338,STAR DECORATION PAINTED ZINC ,6,9/12/2011 12:27,0.65,17685.0,United Kingdom
557949,21080,SET/20 RED RETROSPOT PAPER NAPKINS ,12,6/23/2011 17:20,0.85,15530.0,United Kingdom
556723,23134,LARGE ZINC HEART WALL ORGANISER,104,6/14/2011 11:25,5.88,18102.0,United Kingdom
548188,22722,SET OF 6 SPICE TINS PANTRY DESIGN,1,3/29/2011 15:12,3.95,13263.0,United Kingdom
549537,22898,CHILDRENS APRON APPLES DESIGN,1,4/8/2011 17:22,1.95,,United Kingdom
556108,23068,ALUMINIUM STAMPED HEART,1,6/8/2011 17:59,4.96,,United Kingdom
564825,23161,REGENCY CAKE FORK,15,8/30/2011 12:26,2.46,,United Kingdom
560773,21992,VINTAGE PAISLEY STATIONERY SET,3,7/20/2011 16:17,2.46,,United Kingdom
543629,20828,GLITTER BUTTERFLY CLIPS,1,2/10/2011 15:55,4.96,,United Kingdom
561073,22978,PANTRY ROLLING PIN,12,7/24/2011 15:46,3.75,13408.0,United Kingdom
575176,23571,TRADITIONAL NAUGHTS & CROSSES,1,11/8/2011 18:29,3.29,,United Kingdom
559132,22076,6 RIBBONS EMPIRE  ,1,7/6/2011 13:06,1.65,15053.0,United Kingdom
564066,23360,SET 8 CANDLES VINTAGE DOILY,12,8/22/2011 15:05,1.95,17703.0,United Kingdom
562593,85049F,BABY BOOM RIBBONS ,3,8/7/2011 15:43,1.25,16549.0,United Kingdom
562560,22666,RECIPE BOX PANTRY YELLOW DESIGN,4,8/5/2011 17:12,2.95,14156.0,EIRE
541648,22670,FRENCH WC SIGN BLUE METAL,3,1/20/2011 11:15,1.25,17811.0,United Kingdom
538296,21136,PAINTED METAL PEARS ASSORTED,8,12/10/2010 13:06,1.69,13148.0,United Kingdom
537434,21448,12 DAISY PEGS IN WOOD BOX,1,12/6/2010 16:57,3.36,,United Kingdom
562574,21791,VINTAGE HEADS AND TAILS CARD GAME ,2,8/7/2011 12:42,1.25,14903.0,United Kingdom
548553,22957,SET 3 PAPER VINTAGE CHICK PAPER EGG,6,4/1/2011 9:19,2.95,12523.0,France
552614,22916,HERB MARKER THYME,12,5/10/2011 12:51,0.65,14849.0,United Kingdom
561903,21900,"KEY FOB , SHED",24,7/31/2011 16:04,0.65,17162.0,United Kingdom
564840,20700,GREEN CAT FLORAL CUSHION COVER ,1,8/30/2011 12:49,4.13,,United Kingdom
540700,21578,WOODLAND DESIGN  COTTON TOTE BAG,12,1/11/2011 9:47,2.25,12393.0,Australia
574329,POST,POSTAGE,4,11/4/2011 9:07,15.0,12362.0,Belgium
540646,22174,PHOTO CUBE,1,1/10/2011 14:32,3.36,,United Kingdom
554076,47566,PARTY BUNTING,4,5/22/2011 11:30,4.95,16556.0,United Kingdom
580983,22755,SMALL PURPLE BABUSHKA NOTEBOOK ,1,12/6/2011 16:26,1.63,,United Kingdom
576540,23559,WOODLAND BUNNIES LOLLY MAKERS,1,11/15/2011 12:48,2.08,18043.0,United Kingdom
577549,23205,CHARLOTTE BAG VINTAGE ALPHABET ,2,11/20/2011 15:00,0.85,17841.0,United Kingdom
555858,21124,SET/10 BLUE POLKADOT PARTY CANDLES,24,6/7/2011 14:12,1.25,14911.0,EIRE
580638,22720,SET OF 3 CAKE TINS PANTRY DESIGN ,6,12/5/2011 12:44,4.95,12381.0,Norway
572897,84988,SET OF 72 PINK HEART PAPER DOILIES,1,10/26/2011 14:42,3.75,,United Kingdom
578067,22185,SLATE TILE NATURAL HANGING,1,11/22/2011 15:43,3.29,,United Kingdom
550615,22985,WRAP BILLBOARD FONTS DESIGN,25,4/19/2011 12:41,0.42,16730.0,United Kingdom
560292,85099B,JUMBO BAG RED RETROSPOT,2,7/18/2011 10:19,4.13,,United Kingdom
557208,22907,PACK OF 20 NAPKINS PANTRY DESIGN,12,6/17/2011 11:38,0.85,16172.0,United Kingdom
580311,23319,BOX OF 6 MINI 50'S CRACKERS,12,12/2/2011 14:48,2.49,18245.0,United Kingdom
566319,23083,SET 6 PAPER TABLE LANTERN STARS ,6,9/12/2011 11:25,3.75,13431.0,United Kingdom
553229,21244,BLUE POLKADOT PLATE ,12,5/16/2011 10:50,1.69,15039.0,United Kingdom
558906,17003,BROCADE RING PURSE ,36,7/4/2011 16:35,0.29,15555.0,United Kingdom
547795,22907,PACK OF 20 NAPKINS PANTRY DESIGN,2,3/25/2011 12:21,0.85,14536.0,United Kingdom
579142,21704,BAG 250g SWIRLY MARBLES,6,11/28/2011 13:06,0.85,16744.0,United Kingdom
542526,22507,MEMO BOARD RETROSPOT  DESIGN,1,1/28/2011 12:43,4.95,14659.0,United Kingdom
577078,23000,TRAVEL CARD WALLET TRANSPORT,1,11/17/2011 15:17,0.83,,United Kingdom
544969,21465,PINK FLOWER CROCHET FOOD COVER,6,2/25/2011 11:32,3.75,15712.0,United Kingdom
559338,22489,PACK OF 12 TRADITIONAL CRAYONS,1,7/7/2011 16:30,0.83,,United Kingdom
562770,21907,I'M ON HOLIDAY METAL SIGN,12,8/9/2011 11:56,2.1,17139.0,United Kingdom
537823,20766,GARDEN PATH SKETCHBOOK,1,12/8/2010 14:25,7.62,,United Kingdom
560090,23309,SET OF 60 I LOVE LONDON CAKE CASES ,1,7/14/2011 16:46,1.25,,United Kingdom
547063,84745B,BLUE HANGING GINGHAM EASTER HEN,6,3/20/2011 13:33,0.42,14769.0,United Kingdom
545024,72801d,4 SKY BLUE DINNER CANDLES,1,2/25/2011 14:38,2.46,,United Kingdom
554275,84832,ZINC WILLIE WINKIE  CANDLE STICK,6,5/23/2011 13:17,0.85,14903.0,United Kingdom
576406,23121,PACK OF 6 COCKTAIL PARASOL STRAWS,24,11/15/2011 11:17,0.42,13692.0,United Kingdom
539461,21485,RETROSPOT HEART HOT WATER BOTTLE,4,12/19/2010 10:21,4.95,17243.0,United Kingdom
580162,22418,10 COLOUR SPACEBOY PEN,12,12/2/2011 10:52,0.85,12856.0,United Kingdom
563735,23005,TRAVEL CARD WALLET I LOVE LONDON,48,8/18/2011 18:15,0.42,16743.0,United Kingdom
558684,22418,10 COLOUR SPACEBOY PEN,24,7/1/2011 11:29,0.85,14016.0,EIRE
550499,21713,CITRONELLA CANDLE FLOWERPOT,1,4/18/2011 15:16,4.13,,United Kingdom
537154,22748,POPPY'S PLAYHOUSE KITCHEN,1,12/5/2010 13:05,2.1,15808.0,United Kingdom
564958,22371,AIRLINE BAG VINTAGE TOKYO 78,4,8/31/2011 13:56,4.25,13089.0,United Kingdom
564474,22424,ENAMEL BREAD BIN CREAM,6,8/25/2011 12:46,12.75,14180.0,United Kingdom
556915,85208,SET/12 FUNKY FELT FLOWER PEG IN BAG,1,6/15/2011 13:35,2.1,15036.0,United Kingdom
544393,20728,LUNCH BAG CARS BLUE,1,2/18/2011 11:56,1.65,16393.0,United Kingdom
579196,47591D,PINK FAIRY CAKE CHILDRENS APRON,2,11/28/2011 15:54,4.13,14096.0,United Kingdom
561820,90196B,BLACK GEMSTONE NECKLACE 45CM,1,7/29/2011 16:00,12.48,,United Kingdom
573415,23424,GINGHAM RECIPE BOOK BOX,2,10/30/2011 16:17,4.95,13607.0,United Kingdom
571183,47559B,TEA TIME OVEN GLOVE,8,10/14/2011 11:08,1.25,14796.0,United Kingdom
543625,21981,PACK OF 12 WOODLAND TISSUES ,24,2/10/2011 15:38,0.29,12583.0,France
554648,22139,RETROSPOT TEA SET CERAMIC 11 PC ,3,5/25/2011 12:44,4.95,12562.0,France
554160,20724,RED RETROSPOT CHARLOTTE BAG,1,5/23/2011 11:49,0.85,17841.0,United Kingdom
569518,21068,VINTAGE BILLBOARD LOVE/HATE MUG,2,10/4/2011 14:28,1.25,13263.0,United Kingdom
575164,82494L,WOODEN FRAME ANTIQUE WHITE ,6,11/8/2011 16:55,2.95,18216.0,United Kingdom
574536,82567,"AIRLINE LOUNGE,METAL SIGN",3,11/4/2011 14:35,2.1,15707.0,United Kingdom
573576,22591,CARDHOLDER GINGHAM CHRISTMAS TREE,1,10/31/2011 14:09,6.63,14096.0,United Kingdom
555923,21210,SET OF 72 RETROSPOT PAPER  DOILIES,1,6/7/2011 17:09,2.92,,United Kingdom
580729,90184B,AMETHYST CHUNKY BEAD BRACELET W STR,1,12/5/2011 17:24,9.15,,United Kingdom
562420,22487,WHITE WOOD GARDEN PLANT LADDER,1,8/4/2011 16:38,19.96,,United Kingdom
564353,22732,3D VINTAGE CHRISTMAS STICKERS ,18,8/24/2011 15:08,1.25,15764.0,United Kingdom
576784,22865,HAND WARMER OWL DESIGN,4,11/16/2011 13:40,2.1,16204.0,United Kingdom
545576,21527,RED RETROSPOT TRADITIONAL TEAPOT ,4,3/3/2011 18:46,7.95,15611.0,United Kingdom
538177,21192,WHITE BELL HONEYCOMB PAPER ,11,12/10/2010 9:51,3.36,,United Kingdom
577091,23084,RABBIT NIGHT LIGHT,6,11/17/2011 16:29,2.08,16531.0,United Kingdom
552233,23298,SPOTTY BUNTING,9,5/6/2011 15:54,4.95,17068.0,United Kingdom
560105,22661,CHARLOTTE BAG DOLLY GIRL DESIGN,5,7/14/2011 19:23,0.85,16794.0,United Kingdom
559796,22328,ROUND SNACK BOXES SET OF 4 FRUITS ,5,7/12/2011 13:30,4.13,,United Kingdom
580720,22910,PAPER CHAIN KIT VINTAGE CHRISTMAS,1,12/5/2011 16:55,2.95,14629.0,United Kingdom
555725,22171,3 HOOK PHOTO SHELF ANTIQUE WHITE,2,6/6/2011 16:23,8.5,15737.0,United Kingdom
573149,71050,SMALL SINGLE FLAME CANDLE HOLDER,3,10/27/2011 19:56,0.35,16438.0,United Kingdom
